"","gender","SeniorCitizen","Partner","Dependents","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","Churn","tenure_category"
"1231","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","No","Electronic check",87.2,"No","2-4 years"
"1232","Male","No","No","No","Yes","No","DSL","Yes","No","Yes","No","No","Yes","Month-to-month","No","Credit card (automatic)",64.4,"No","1-2 years"
"1233","Male","No","Yes","Yes","Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",78.3,"Yes","2-4 years"
"1234","Female","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",24.7,"No","Over 5 years "
"1235","Male","No","No","Yes","Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","One year","Yes","Electronic check",105.85,"No","4-5 years"
"1236","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","No","One year","Yes","Mailed check",98.3,"No","Over 5 years "
"1237","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",76.95,"Yes","Under 1 year"
"1238","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",19.45,"No","1-2 years"
"1239","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",96.15,"Yes","1-2 years"
"1240","Female","No","Yes","Yes","Yes","No","DSL","No","Yes","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",58.7,"No","Under 1 year"
"1241","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",20.15,"No","2-4 years"
"1242","Male","No","No","No","Yes","Yes","DSL","Yes","No","No","No","No","Yes","Month-to-month","Yes","Mailed check",64.5,"No","2-4 years"
"1243","Female","No","Yes","No","No","No phone service","DSL","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",28.5,"No","1-2 years"
"1244","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",45.3,"Yes","Under 1 year"
"1245","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",19.4,"Yes","1-2 years"
"1246","Male","Yes","Yes","No","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",90.45,"No","1-2 years"
"1247","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",105.15,"No","2-4 years"
"1248","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","One year","No","Bank transfer (automatic)",83.15,"No","1-2 years"
"1249","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","No","Electronic check",90.15,"Yes","Under 1 year"
"1250","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",45.05,"Yes","Under 1 year"
"1251","Female","No","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",103.2,"No","4-5 years"
"1252","Female","No","No","No","Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",75.8,"Yes","Under 1 year"
"1253","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Electronic check",19.45,"No","Under 1 year"
"1254","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",79.3,"Yes","Under 1 year"
"1255","Female","Yes","Yes","No","Yes","No","Fiber optic","No","No","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)",88.8,"No","4-5 years"
"1256","Female","No","No","No","No","No phone service","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",30.9,"Yes","Under 1 year"
"1257","Female","No","Yes","Yes","Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",85.9,"No","Over 5 years "
"1258","Female","Yes","No","No","No","No phone service","DSL","No","No","No","No","No","Yes","One year","No","Electronic check",34.2,"No","2-4 years"
"1259","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.15,"No","2-4 years"
"1260","Female","Yes","No","No","Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","One year","No","Credit card (automatic)",95.25,"Yes","2-4 years"
"1261","Male","No","No","No","Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",50.3,"No","Under 1 year"
"1262","Female","No","Yes","No","Yes","No","Fiber optic","Yes","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",80.15,"No","Under 1 year"
"1263","Female","No","Yes","No","Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",51.25,"No","Under 1 year"
"1264","Female","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",89.6,"Yes","Over 5 years "
"1265","Male","No","Yes","Yes","Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",95.2,"No","Over 5 years "
"1266","Male","Yes","No","Yes","Yes","No","Fiber optic","Yes","No","No","No","Yes","Yes","One year","No","Credit card (automatic)",94.8,"No","4-5 years"
"1267","Female","Yes","No","No","Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",80.25,"No","Under 1 year"
"1268","Male","No","Yes","No","Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",76.1,"No","Over 5 years "
"1269","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",110.15,"Yes","4-5 years"
"1270","Male","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",115.55,"No","Over 5 years "
"1271","Male","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",24.65,"No","Over 5 years "
"1272","Female","No","No","No","No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","No","One year","Yes","Electronic check",53.6,"No","4-5 years"
"1273","Male","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.45,"No","Under 1 year"
"1274","Male","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",88.2,"No","4-5 years"
"1275","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",101.15,"No","Over 5 years "
"1276","Female","No","Yes","No","Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","No","Mailed check",56.8,"No","4-5 years"
"1277","Female","Yes","Yes","No","Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Two year","Yes","Electronic check",99.4,"No","Over 5 years "
"1278","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",20.1,"No","Over 5 years "
"1279","Male","No","Yes","Yes","No","No phone service","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",60.7,"No","2-4 years"
"1280","Male","No","Yes","No","Yes","No","No","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",20.95,"No","2-4 years"
"1281","Female","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",114.85,"No","Over 5 years "
"1282","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",19.25,"No","2-4 years"
"1283","Male","No","No","No","Yes","No","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",62.8,"No","Under 1 year"
"1284","Female","No","Yes","No","Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Two year","Yes","Electronic check",105.5,"No","Over 5 years "
"1285","Male","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.85,"No","4-5 years"
"1286","Male","Yes","Yes","No","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",89.5,"Yes","Under 1 year"
"1287","Female","No","No","No","Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",74.1,"No","Under 1 year"
"1288","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",107.5,"No","2-4 years"
"1289","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.55,"No","Over 5 years "
"1290","Male","No","No","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","One year","No","Bank transfer (automatic)",68.8,"No","Over 5 years "
"1291","Male","Yes","Yes","No","Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","No","Credit card (automatic)",84.45,"No","Over 5 years "
"1292","Male","No","Yes","No","Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",75,"Yes","Under 1 year"
"1293","Female","No","No","No","Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",84.5,"No","Over 5 years "
"1294","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",111.2,"No","Over 5 years "
"1295","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",44.75,"Yes","Under 1 year"
"1296","Female","No","Yes","Yes","Yes","Yes","DSL","Yes","No","No","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",80.6,"No","Over 5 years "
"1297","Female","Yes","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Bank transfer (automatic)",80.7,"No","1-2 years"
"1298","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",75.6,"No","Under 1 year"
"1299","Female","No","Yes","Yes","No","No phone service","DSL","Yes","Yes","Yes","No","Yes","Yes","One year","No","Electronic check",57.6,"No","1-2 years"
"1300","Female","No","Yes","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",44.05,"Yes","Under 1 year"
"1301","Male","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",110.6,"No","Over 5 years "
"1302","Female","No","Yes","Yes","Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","Yes","Credit card (automatic)",58.2,"No","Over 5 years "
"1303","Female","No","Yes","Yes","Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Mailed check",81,"No","2-4 years"
"1304","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",19.7,"No","Over 5 years "
"1305","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",85.6,"Yes","1-2 years"
"1306","Female","No","No","No","Yes","No","DSL","No","No","Yes","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",59.55,"No","2-4 years"
"1307","Female","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",115.55,"Yes","Over 5 years "
"1308","Female","No","No","No","Yes","No","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","Yes","Mailed check",75.55,"No","2-4 years"
"1309","Male","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",86.6,"Yes","1-2 years"
"1310","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",85.2,"Yes","1-2 years"
"1311","Female","No","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",97.65,"Yes","2-4 years"
"1312","Male","No","Yes","Yes","No","No phone service","DSL","No","Yes","Yes","No","No","Yes","One year","Yes","Credit card (automatic)",45.1,"No","2-4 years"
"1313","Male","No","No","No","Yes","Yes","DSL","Yes","No","No","Yes","No","Yes","One year","Yes","Bank transfer (automatic)",70.95,"No","2-4 years"
"1314","Male","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",109.55,"Yes","2-4 years"
"1315","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","No","One year","Yes","Electronic check",89.55,"Yes","2-4 years"
"1316","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",20.9,"No","Under 1 year"
"1317","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",19.95,"No","Under 1 year"
"1318","Female","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",24.6,"No","Under 1 year"
"1319","Male","No","No","No","Yes","No","DSL","Yes","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",66.7,"No","Under 1 year"
"1320","Male","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",19.45,"Yes","Under 1 year"
"1321","Male","No","Yes","Yes","Yes","No","Fiber optic","Yes","Yes","Yes","No","No","Yes","One year","No","Mailed check",94.8,"No","2-4 years"
"1322","Male","No","Yes","Yes","Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","One year","Yes","Bank transfer (automatic)",65.85,"No","4-5 years"
"1323","Female","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",19.95,"No","Under 1 year"
"1324","Female","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",24.65,"No","Over 5 years "
"1325","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.35,"Yes","Under 1 year"
"1326","Female","Yes","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.25,"Yes","Under 1 year"
"1327","Female","No","Yes","Yes","No","No phone service","DSL","Yes","Yes","No","Yes","Yes","No","One year","Yes","Bank transfer (automatic)",51.25,"No","2-4 years"
"1328","Male","No","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",99.5,"Yes","4-5 years"
"1329","Female","No","Yes","No","Yes","No","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Electronic check",54.25,"No","1-2 years"
"1330","Female","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",19.4,"No","Over 5 years "
"1331","Male","No","Yes","No","Yes","No","DSL","Yes","No","No","Yes","No","No","One year","Yes","Credit card (automatic)",56.25,"No","1-2 years"
"1332","Female","No","No","No","No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",25.15,"No","Under 1 year"
"1333","Male","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",23.95,"No","Over 5 years "
"1334","Male","No","No","No","No","No phone service","DSL","Yes","No","No","Yes","No","No","One year","Yes","Mailed check",35.4,"No","4-5 years"
"1335","Female","Yes","No","No","No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",25.2,"Yes","Under 1 year"
"1336","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45,"Yes","Under 1 year"
"1337","Female","No","Yes","No","Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",75.35,"No","1-2 years"
"1338","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",20.4,"No","2-4 years"
"1339","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.15,"Yes","Under 1 year"
"1340","Male","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",105,"Yes","Over 5 years "
"1342","Male","No","No","Yes","Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",54.7,"Yes","Under 1 year"
"1343","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20,"No","Under 1 year"
"1344","Male","No","Yes","Yes","Yes","No","DSL","Yes","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",73.05,"No","Over 5 years "
